epoch,train_loss,threshold,accuracy,precision_fraud,recall_fraud,f1_fraud,average_precision,roc_auc,tn,fp,fn,tp
1,1.0944110230604807,0.4780571758747101,0.9445669291338583,0.3877551020408163,0.3986013986013986,0.3931034482758621,0.37361705814262236,0.8294393601121832,2942,90,86,57
2,0.6532315850257874,0.6313170790672302,0.9546456692913385,0.49504950495049505,0.34965034965034963,0.4098360655737705,0.40388918414990077,0.8430033027658358,2981,51,93,50
3,0.37436373442411425,0.6134639382362366,0.9609448818897638,0.6,0.3986013986013986,0.4789915966386555,0.4657818527997527,0.8685513035776888,2994,38,86,57
4,0.33529239426056545,0.6306746006011963,0.9637795275590552,0.6521739130434783,0.4195804195804196,0.5106382978723404,0.5052658986432101,0.8858262449951104,3000,32,83,60
5,0.23782342861096065,0.6222129464149475,0.9634645669291338,0.6285714285714286,0.46153846153846156,0.532258064516129,0.5370788596810062,0.888439397014595,2993,39,77,66
6,0.17953384399414063,0.6019405126571655,0.9640944881889764,0.6283185840707964,0.4965034965034965,0.5546875,0.5659201375080913,0.8892443308670221,2990,42,72,71
